expression,thermostability,specific activity,split,num_mutations
0.393,2.636,0.893,train,4
0.534,2.761,1.248,train,3
0.419,1.089,0.565,train,4
0.815,2.434,1.748,test,5
1.086,3.147,1.859,test,4
1.194,3.195,1.598,train,4
0.628,2.962,0.983,train,4
1.2,1.37,1.2,train,1
1.12,1.45,0.52,train,1
1.43,0.05,0.17,train,1
1.01,1.13,1.14,train,1
1,1.53,0.41,train,1
1.15,0.22,1.03,train,1
0.94,0.22,1.15,train,1
0.99,1.73,1.17,train,1
0.92,1.73,0.95,train,1
1.29,0.97,0.99,train,1
0.96,0.88,0.88,train,1
1.09,0.91,0.96,train,1
0.88,0.91,1.03,train,1
0.53,0.77,1.33,train,1
0.85,0.96,1.03,train,1
1.19,0.94,0.86,train,1
0.92,0.94,1.03,train,1
1.12,0.97,1.07,train,1
0.88,0.94,1.19,train,1
0.47,0.9,1.23,train,1
1.08,0.94,1.05,train,1
0.11,0.4,0.77,train,1
0.19,0.9,0.69,train,1
0.97,0.96,0.99,train,1
1.23,0.99,0.86,train,1
0.89,0.87,0.96,train,1
0.81,0.9,1.16,train,1
1.21,0.55,0.94,train,1
0.05,0.05,0.05,train,1
1.33,0.94,0.84,train,1
0.05,0.05,0.05,train,1
0.85,1.2,1.08,train,1
1.05,0.64,0.91,train,1
1.1,0.59,0.91,train,1
0.96,0.22,1.02,train,1
1,0.3,1.02,train,1
0.97,0.33,1.07,train,1
0.96,0.26,1.06,train,1
0.96,0.96,0.96,train,1
1.06,0.48,1.18,train,1
1.15,0.36,0.91,train,1
1.14,0.28,0.91,train,1
1.12,0.85,0.92,train,1
0.98,0.37,1,train,1
2.58,1.74,0.12,train,1
0.94,1.09,0.292511637,test,1
0.682,1.477,0.597,test,2
0.295,1.317,0.152,test,3
0.4,1.484,0.208,train,3
0.74,0.11,1.07,train,1
0.53,0.05,1.02,train,1
0.88,0.33,0.9,train,1
0.79,0.05,0.55,train,1
0.32,0.05,1.29,train,1
0.83,1.5,1.1,train,1
0.68,0.05,1.19,train,1
0.05,0.05,0.05,train,1
0.73,0.05,0.91,train,1
0.26,0.05,1.41,train,1
0.55,0.05,0.94,train,1
0.92,0.05,0.92,train,1
0.7,0.05,0.96,train,1
0.52,0.05,1.28,train,1
0.73,0.05,1.2,train,1
0.24,0.05,0.96,train,1
0.29,0.05,1.24,train,1
0.32,0.05,1.07,train,1
1.1,0.89,1.01,train,1
0.72,0.82,1.05,train,1
0.95,0.86,1.08,train,1
1.01,1.43,0.62,train,1
0.52,0.84,1.18,train,1
0.97,0.92,1.07,train,1
0.95,0.95,0.99,train,1
0.7,0.95,1,train,1
1.36,0.98,0.85,train,1
0.73,0.95,1.29,train,1
0.82,0.88,1.07,train,1
1.13,0.93,0.95,train,1
0.77,0.92,1.08,train,1
0.89,0.94,1.09,train,1
1.14,0.95,0.98,train,1
0.97,0.98,1.03,train,1
0.81,0.97,1.08,train,1
0.48,0.95,1.42,train,1
0.65,0.97,1.06,train,1
1.05,1.1,0.84,train,1
0.76,0.69,1.1,train,1
1.06,0.17,0.95,train,1
1.03,0.58,1,train,1
0.92,0.29,0.9,train,1
1.05,0.23,1.05,train,1
0.93,0.55,0.89,train,1
0.84,0.69,1.07,train,1
1.03,1.02,0.86,train,1
0.39,0.77,0.99,train,1
0.05,0.05,0.05,train,1
1.34,0.39,0.99,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.05,0.93,0.89,train,1
0.97,0.88,1,train,1
0.9,0.86,0.94,train,1
0.82,0.05,0.8,train,1
0.81,0.35,0.81,train,1
1.13,0.05,0.74,train,1
0.86,0.05,0.53,train,1
0.94,0.05,0.8,train,1
0.78,0.05,0.6,train,1
0.39,0.07,0.54,train,1
1.32,0.05,0.63,train,1
0.98,0.05,0.41,train,1
0.98,0.05,0.39,train,1
0.41,0.05,0.47,train,1
0.81,0.05,0.41,train,1
1.03,0.05,0.66,train,1
0.72,0.05,0.76,train,1
0.49,0.05,0.44,train,1
0.85,0.05,0.37,train,1
1.16,0.05,1.74,train,1
0.91,0.05,1.3,train,1
0.64,0.05,0.28,train,1
0.41,0.05,0.46,train,1
0.98,0.54,0.78,train,1
0.89,0.13,0.65,train,1
0.9,0.05,1.45,train,1
0.76,0.05,0.62,train,1
0.69,0.5,0.75,train,1
1.14,0.06,0.65,train,1
0.78,0.31,0.91,train,1
0.93,0.1,0.54,train,1
0.82,0.09,0.77,train,1
0.76,0.2,0.58,train,1
1.04,0.07,0.81,train,1
1.32,0.05,1.53,train,1
0.86,0.11,0.26,train,1
0.79,0.05,0.72,train,1
1.05,0.28,1.04,train,1
0.71,0.67,0.2,train,1
0.66,0.66,0.45,train,1
0.92,0.95,1.13,train,1
0.65,1,1.34,train,1
0.8,0.74,0.99,train,1
0.99,0.93,0.92,train,1
1.07,0.96,0.85,train,1
0.8,0.86,1.19,train,1
1.42,1.07,0.99,train,1
1,1.15,1.11,train,1
1,1.05,0.99,train,1
0.95,1.1,0.97,train,1
0.88,0.99,1.03,train,1
1.04,1.01,0.94,train,1
0.32,0.05,1.25,train,1
1.15,0.87,0.94,train,1
0.93,0.97,1.22,train,1
1.14,1.02,0.94,train,1
0.73,0.85,1.03,train,1
1.17,1.01,0.99,train,1
1.05,0.89,0.9,train,1
1.15,0.85,0.83,train,1
1.19,0.91,1.06,train,1
1.1,0.89,0.92,train,1
0.9,0.89,0.9,train,1
1.04,0.95,1.01,train,1
1.08,0.97,1.09,train,1
0.99,0.88,1.01,train,1
1.14,0.98,1.04,train,1
1.08,0.92,1.02,train,1
1.07,0.89,1.01,train,1
1.08,0.96,1.02,train,1
0.32,0.05,0.71,train,1
1.07,0.93,0.98,train,1
1.24,1.01,0.87,train,1
1.07,0.92,1,train,1
1.05,0.93,0.94,train,1
1.08,0.97,1.02,train,1
1.04,0.99,1.04,train,1
1.14,0.89,1,train,1
0.94,0.9,1.02,train,1
1.06,0.96,1.14,train,1
1.15,0.95,1.09,train,1
0.8,0.93,1.25,train,1
0.98,0.94,1,train,1
1.15,0.98,0.95,train,1
0.79,0.96,1.34,train,1
1.2,0.99,0.98,train,1
0.82,0.81,1.28,train,1
0.13,0.85,1.54,train,1
1.14,0.98,1.01,train,1
1.09,0.94,0.97,train,1
1.09,0.97,1.04,train,1
1.1,0.98,1.04,train,1
1.12,0.96,1.12,train,1
1.07,0.96,0.94,train,1
1.21,0.94,1.02,train,1
1.15,0.84,0.95,train,1
0.91,0.85,0.92,train,1
0.81,0.87,1.03,train,1
0.78,0.85,0.91,train,1
0.95,0.9,1.09,train,1
0.86,0.9,0.94,train,1
0.91,0.83,1.08,train,1
0.82,0.92,1.09,train,1
0.92,0.92,1.02,train,1
0.93,0.95,0.96,train,1
0.87,0.82,0.93,train,1
0.7,0.87,1.27,train,1
1.45,0.93,1.03,train,1
0.12,0.05,0.74,train,1
0.91,0.91,1.01,train,1
0.92,0.9,1,train,1
0.14,0.49,0.69,train,1
0.84,0.92,1.05,train,1
0.79,0.99,0.97,train,1
0.38,0.9,1.22,train,1
0.97,0.95,0.91,train,1
0.75,0.87,1.09,train,1
1.48,0.98,0.96,train,1
1.5,1.01,0.95,train,1
0.25,0.72,1.13,train,1
0.81,0.82,1.18,train,1
0.76,0.88,1.07,train,1
0.6,0.99,1.06,train,1
0.9,0.96,1.07,train,1
0.46,0.78,1.01,train,1
0.45,0.88,1.16,train,1
0.82,0.87,1.11,train,1
1.19,0.98,0.95,train,1
0.93,0.96,0.94,train,1
0.87,0.91,0.96,train,1
0.91,0.99,0.96,train,1
0.05,0.05,0.05,train,1
0.26,0.72,1.15,train,1
0.62,0.86,1.03,train,1
0.74,0.89,0.65,train,1
0.82,0.81,0.79,train,1
0.61,1.02,0.2,train,1
0.47,1.03,0.43,train,1
0.17,39.01,0.05,train,1
0.6,0.73,0.47,train,1
0.35,1.21,0.1,train,1
0.25,0.64,0.13,train,1
0.23,0.05,0.05,train,1
0.11,0.5,0.13,train,1
0.05,0.05,0.05,train,1
0.08,0.64,0.11,train,1
0.14,0.24,0.22,train,1
0.3,0.63,0.38,train,1
0.25,0.05,0.05,train,1
0.51,0.68,0.05,train,1
0.21,0.84,0.74,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.12,0.84,1.11,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.7,0.87,1.11,train,1
0.1,0.81,0.76,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.95,0.91,0.93,train,1
0.97,0.94,0.94,train,1
0.93,0.92,1.08,train,1
0.96,0.9,0.98,train,1
0.68,0.86,0.93,train,1
0.98,0.99,1,train,1
0.05,0.05,0.05,train,1
0.7,0.98,1.31,train,1
1.56,0.96,0.85,train,1
0.89,0.79,1.06,train,1
0.94,0.93,0.97,train,1
0.95,0.91,1.02,train,1
0.05,0.05,0.05,train,1
0.67,0.93,1.1,train,1
0.97,0.92,1.06,train,1
0.99,1.02,1.14,train,1
0.94,0.98,0.96,train,1
0.75,0.98,0.84,train,1
0.69,0.79,0.9,train,1
0.59,0.8,1.02,train,1
0.51,0.81,1.11,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.81,0.92,0.89,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.66,0.89,0.97,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.26,0.91,0.87,train,1
1.15,0.93,0.95,train,1
1.03,0.91,0.95,train,1
1.03,0.98,0.95,train,1
0.89,0.99,1.03,train,1
0.83,0.9,1.08,train,1
0.96,0.97,1,train,1
0.7,0.89,1.06,train,1
1.51,0.98,0.92,train,1
0.82,0.95,1.03,train,1
0.84,0.69,1.1,train,1
1,0.87,1.02,train,1
0.78,0.81,1.07,train,1
0.95,0.92,0.88,train,1
0.79,0.89,1.15,train,1
0.98,1,1.05,train,1
0.96,0.97,1,train,1
1,1.02,0.9,train,1
0.94,0.96,1.05,train,1
1.54,0.95,1.02,train,1
1.05,0.98,0.9,train,1
0.27,0.84,0.82,train,1
0.41,0.8,0.96,train,1
0.2,0.13,1.65,train,1
1.09,0.72,0.85,train,1
0.29,0.07,1.01,train,1
0.81,0.7,0.99,train,1
0.11,0.05,0.79,train,1
0.63,0.57,0.87,train,1
0.24,0.32,1.31,train,1
0.67,0.76,0.89,train,1
0.9,0.94,0.85,train,1
0.45,0.63,1.04,train,1
0.05,0.05,0.05,train,1
1.09,0.96,0.91,train,1
0.97,0.87,0.88,train,1
0.11,0.05,1.25,train,1
0.13,0.05,1.07,train,1
0.93,0.93,0.92,train,1
0.8,0.92,1.01,train,1
0.94,0.96,0.86,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.5,0.87,0.83,train,1
0.05,0.05,0.05,train,1
0.43,0.88,0.77,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.32,1,0.83,train,1
0.15,0.64,0.9,train,1
0.05,0.05,0.05,train,1
0.77,0.91,0.85,train,1
0.97,0.98,0.81,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.95,1.37,0.61,train,1
1.22,0.93,0.95,train,1
0.55,1.35,0.76,train,1
0.65,0.92,0.78,train,1
0.45,1.02,0.79,train,1
0.87,0.97,0.86,train,1
0.76,0.99,0.82,train,1
0.81,0.97,0.91,train,1
1.26,0.94,0.77,train,1
0.48,0.61,0.68,train,1
0.6,1.34,0.67,train,1
0.88,0.93,0.94,train,1
0.83,1.31,0.61,train,1
0.27,0.89,0.95,train,1
0.22,0.87,1.02,train,1
1.08,1,0.91,train,1
1.23,0.94,1.06,train,1
0.34,0.95,0.7,train,1
0.45,0.94,0.84,train,1
1.17,0.88,0.89,train,1
1.25,0.86,0.93,train,1
1,0.93,0.94,train,1
0.44,0.56,0.93,train,1
0.11,0.77,1.68,train,1
0.98,0.9,0.9,train,1
0.63,0.82,0.87,train,1
0.05,0.05,0.05,train,1
0.39,0.81,1.05,train,1
0.05,0.05,0.05,train,1
0.35,0.7,1.04,train,1
0.9,0.82,0.9,train,1
0.45,0.82,1.21,train,1
0.05,0.05,0.05,train,1
0.83,0.86,0.85,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.38,1,0.96,train,1
1.34,1.02,0.97,train,1
0.96,0.93,1.1,train,1
0.94,0.94,0.99,train,1
1.02,0.95,1,train,1
1.03,0.94,0.88,train,1
1.05,0.96,0.96,train,1
1.08,0.95,0.93,train,1
1.14,0.95,0.92,train,1
1.07,0.96,0.98,train,1
1.11,0.92,0.94,train,1
1.02,0.93,0.93,train,1
1.06,0.95,0.97,train,1
1.15,0.95,0.93,train,1
1.16,0.93,0.94,train,1
1.05,0.97,0.9,train,1
0.93,0.89,0.86,train,1
1.02,0.95,0.99,train,1
0.97,0.95,0.97,train,1
0.95,0.94,0.96,train,1
0.96,0.99,0.93,train,1
0.94,0.97,0.9,train,1
0.05,0.37,0.05,train,1
0.97,0.99,0.93,train,1
1.01,0.99,1.09,train,1
0.87,0.96,0.93,train,1
0.99,0.97,0.92,train,1
0.88,0.96,0.98,train,1
0.95,0.99,1.03,train,1
0.95,0.94,0.95,train,1
0.05,0.05,0.05,train,1
0.99,0.94,0.92,train,1
0.99,0.97,0.93,train,1
0.98,0.98,0.91,train,1
0.94,1.02,1.01,train,1
0.83,0.98,0.99,train,1
0.88,0.99,1.02,train,1
0.98,0.91,0.89,train,1
0.66,0.91,1.16,train,1
0.87,0.9,1.03,train,1
0.97,1.45,0.65,train,1
0.73,0.36,0.18,train,1
1.38,1,0.95,train,1
1.46,0.98,0.89,train,1
0.86,0.97,1.03,train,1
1.03,1.01,0.91,train,1
0.81,0.99,0.96,train,1
0.99,0.94,0.93,train,1
0.05,0.05,0.05,train,1
0.36,0.86,1.07,train,1
0.93,0.94,0.88,train,1
0.89,0.93,1,train,1
0.99,0.96,0.94,train,1
0.86,0.98,1,train,1
0.97,1.01,0.86,train,1
0.97,1.01,0.78,train,1
1.1,0.93,0.94,train,1
0.97,0.9,0.97,train,1
1.03,0.93,0.91,train,1
1.02,1.4,0.62,train,1
0.86,0.91,0.94,train,1
0.95,0.82,0.84,train,1
1.04,0.94,0.89,train,1
0.99,0.95,0.83,train,1
1.06,0.97,0.9,train,1
0.98,0.95,0.97,train,1
1.02,0.93,0.93,train,1
1.45,1,0.91,train,1
0.91,0.93,0.88,train,1
1.15,0.99,0.91,train,1
0.77,0.92,1.01,train,1
1.02,0.98,0.92,train,1
1,0.96,0.86,train,1
0.9,0.94,0.92,train,1
0.99,0.96,0.92,train,1
0.95,0.95,1.02,train,1
0.55,0.83,1.76,train,1
1.04,0.95,0.98,train,1
0.93,0.96,1.13,train,1
0.7,0.9,1.07,train,1
0.95,0.97,1.17,train,1
0.96,1.02,1.07,train,1
0.94,1,1.13,train,1
1.03,0.98,1.02,train,1
0.62,0.76,0.63,train,1
1.53,0.99,0.87,train,1
0.05,0.05,0.05,train,1
0.93,0.98,1.03,train,1
0.83,0.99,1.06,train,1
1.03,0.97,1,train,1
0.97,1,1.01,train,1
0.94,0.99,1,train,1
0.93,0.99,1.1,train,1
1.52,1.01,0.88,train,1
0.9,0.97,1,train,1
0.92,0.95,1.22,train,1
0.05,0.05,0.05,train,1
0.94,0.92,0.97,train,1
0.93,0.95,1.06,train,1
0.92,0.99,1.15,train,1
0.98,0.99,0.98,train,1
0.93,0.98,1.15,train,1
0.99,0.96,0.91,train,1
0.94,0.97,1.495485705,test,1
1.928,3.179,1.863,test,2
1.029,1.471,0.979,train,3
0.7,0.91,1.04,train,1
0.95,0.95,1,train,1
1.53,1.02,0.95,train,1
0.93,0.93,0.99,train,1
0.99,0.94,1.01,train,1
1.05,0.99,0.92,train,1
1.52,1.01,0.92,train,1
0.99,0.97,0.99,train,1
0.98,0.98,1.04,train,1
0.98,0.95,0.99,train,1
0.93,0.96,0.92,train,1
1.01,0.93,1.03,train,1
0.97,0.93,0.8,train,1
0.95,0.95,1.02,train,1
0.94,0.99,1.05,train,1
0.96,0.99,0.96,train,1
0.93,0.98,0.97,train,1
0.97,0.99,0.99,train,1
0.91,0.95,1.04,train,1
0.96,0.95,0.95,train,1
0.95,0.97,1.01,train,1
1.03,0.94,0.84,train,1
0.97,0.99,0.96,train,1
0.98,0.95,0.83,train,1
1.05,1.01,0.89,train,1
1.02,1,0.79,train,1
0.91,0.98,1.03,train,1
1.07,1.01,0.99,train,1
0.95,0.93,0.98,train,1
1.04,0.89,0.85,train,1
1.03,0.92,0.92,train,1
1.17,0.93,0.82,train,1
1.03,0.96,0.89,train,1
1.05,0.97,0.92,train,1
1.04,0.94,0.82,train,1
0.82,0.9,0.91,train,1
1.05,0.94,0.92,train,1
0.83,0.9,0.86,train,1
0.93,0.91,0.95,train,1
1.06,0.92,0.83,train,1
0.05,0.05,0.05,train,1
1.01,1,0.98,train,1
0.77,0.96,0.84,train,1
0.76,0.88,0.87,train,1
1.14,1.01,0.91,train,1
0.85,0.95,0.92,train,1
1.02,0.92,0.84,train,1
1.36,0.93,0.87,train,1
2.399,3.112,1.904,test,4
0.961,5.815,1.495,train,4
0.083,,0.002,train,4
0.863,4.098,0.925,test,4
0.647,1.849,1.226,train,6
0.997,5.984,1.086,train,6
0.095,,0.001,train,4
0.557,5.487,0.62,train,6
0.1,,0.004,train,8
0.833,6.111,1.102,train,4
0.252,2.199,0.129,train,3
0.948,4.058,1.165,test,5
0.097,,0.002,train,6
0.099,,0.001,train,6
0.162,4.77,0.224,train,7
1.087,3.644,1.765,train,3
1.044,3.262,0.557,test,4
0.162,2.499,0.166,train,3
0.99,0.95,0.86,train,1
1.41,0.97,0.89,train,1
1.1,0.98,1.21,train,1
0.37,0.91,0.86,train,1
0.97,0.91,1.08,train,1
1.02,0.94,1.07,train,1
0.44,0.93,1.16,train,1
1.11,0.95,0.95,train,1
0.57,0.99,1.05,train,1
0.05,0.05,0.05,train,1
1.03,0.97,1.23,train,1
1.17,0.95,1.15,train,1
0.872,3.374,1.915,train,4
0.136,1.61,0.121,train,4
1.25,0.98,1.05,train,1
0.87,0.95,1.16,train,1
1.32,0.96,0.82,train,1
0.8,0.99,1.14,train,1
0.37,0.97,1.01,train,1
0.36,0.97,0.82,train,1
1.15,0.87,1.21,train,1
0.29,0.86,1.6,train,1
0.08,0.88,1.72,train,1
0.29,0.9,1.53,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.02,0.71,1.17,train,1
0.05,0.05,0.05,train,1
0.98,0.7,1.01,train,1
0.42,0.5,1.34,train,1
0.65,0.81,0.97,train,1
0.94,0.98,1.27,train,1
0.67,0.82,0.99,train,1
0.16,0.54,1.76,train,1
1.02,0.95,0.91,train,1
1,0.93,1.11,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.91,0.87,1.11,train,1
0.59,0.84,0.89,train,1
0.64,0.73,0.8,train,1
0.93,0.84,1.04,train,1
0.07,0.71,1.84,train,1
0.49,0.77,1.02,train,1
0.75,0.83,0.92,train,1
0.89,0.93,0.96,train,1
0.65,0.85,1.22,train,1
0.6,0.86,0.96,train,1
0.88,0.84,0.93,train,1
0.79,0.89,1.3,train,1
0.05,0.05,0.05,train,1
0.89,0.88,1.03,train,1
0.69,0.83,0.85,train,1
1.03,0.92,1.09,train,1
0.85,0.96,0.98,train,1
0.06,0.65,1.91,train,1
0.21,0.79,0.86,train,1
1.16,1,0.98,train,1
0.53,0.93,1.04,train,1
0.77,0.93,1.02,train,1
0.8,0.96,1.1,train,1
1.04,1,0.88,train,1
1.26,0.97,0.9,train,1
1.1,0.93,0.95,train,1
1.28,1.04,0.98,train,1
1.17,0.94,0.99,train,1
1.15,0.94,1.1,train,1
1.16,0.69,0.95,train,1
0.98,0.89,0.89,train,1
0.19,0.97,1.41,train,1
1.04,0.97,1.03,train,1
0.86,0.9,0.89,train,1
1.25,0.92,1.02,train,1
1.34,1.04,1.02,train,1
1.12,1.08,0.99,train,1
1.13,0.98,1.07,train,1
0.91,0.78,0.68,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.26,0.81,0.69,train,1
0.05,0.05,0.05,train,1
0.83,0.82,0.51,train,1
0.05,0.05,0.05,train,1
0.67,0.67,0.76,train,1
0.26,0.72,0.76,train,1
0.78,1,0.62,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.86,0.92,0.87,train,1
1.13,0.91,0.58,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.76,0.6,1.2,train,1
0.21,0.55,1.5,train,1
0.28,0.05,0.68,train,1
0.56,0.31,1.12,train,1
0.17,0.69,1.76,train,1
0.27,0.05,0.98,train,1
0.52,0.05,1.31,train,1
0.93,1.02,1.25,train,1
0.65,0.58,1.3,train,1
0.78,0.53,1.02,train,1
0.56,0.47,1.31,train,1
0.56,0.09,0.83,train,1
0.05,0.05,0.05,train,1
0.62,0.3,1.21,train,1
0.75,0.66,1.23,train,1
0.78,0.68,1.07,train,1
0.77,1.03,1.31,train,1
0.09,0.05,0.82,train,1
0.37,0.05,1.23,train,1
0.71,0.83,1.16,train,1
1.09,0.93,0.77,train,1
0.89,0.85,1.03,train,1
0.64,0.78,1.02,train,1
0.98,0.94,0.92,train,1
0.76,0.86,1.1,train,1
0.59,0.64,1.03,train,1
0.87,0.92,1.13,train,1
0.69,0.72,1.07,train,1
0.72,0.56,1.06,train,1
1.02,0.89,0.93,train,1
0.68,0.8,0.98,train,1
0.82,0.87,1.02,train,1
0.83,0.91,1.03,train,1
0.7,0.74,1.06,train,1
0.63,0.82,1.21,train,1
1.23,0.52,0.63,train,1
0.88,0.78,1.81,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.98,0.05,0.41,train,1
1.43,0.05,0.5,train,1
0.49,0.05,0.38,train,1
0.77,0.25,0.98,train,1
0.05,0.05,0.05,train,1
1.69,0.4,0.47,train,1
0.54,0.05,1.24,train,1
0.05,0.05,0.05,train,1
0.75,0.05,1.02,train,1
0.05,0.05,0.05,train,1
1.04,0.27,0.69,train,1
0.8,0.99,1.41,train,1
0.05,0.05,0.05,train,1
1.06,0.55,0.64,train,1
0.82,0.43,0.74,train,1
0.66,0.21,0.1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.56,0.09,0.33,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.58,0.15,0.33,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.09,0.97,0.9,train,1
0.22,0.05,0.45,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.04,0.05,0.67,train,1
0.56,0.05,0.88,train,1
1.13,0.05,0.57,train,1
1.18,0.05,0.55,train,1
1.78,0.05,0.44,train,1
0.45,0.05,0.4,train,1
1.12,0.05,0.65,train,1
1.03,0.05,0.73,train,1
1.1,0.05,0.79,train,1
0.6,0.05,0.56,train,1
1.36,0.05,0.56,train,1
1.3,0.05,0.5,train,1
1.02,0.09,0.92,train,1
1.11,0.05,0.51,train,1
0.87,0.05,0.47,train,1
1.25,0.21,0.95,train,1
0.92,0.42,1.13,train,1
1.21,0.06,0.86,train,1
1.07,0.49,0.35,train,1
0.9,0.32,1.11,train,1
1.25,0.05,0.85,train,1
1.13,0.67,1.06,train,1
1.01,0.71,0.97,train,1
1.14,0.86,0.93,train,1
0.76,0.15,1.16,train,1
1.09,0.32,0.99,train,1
1.19,0.69,0.98,train,1
1.29,0.05,0.79,train,1
1.05,0.69,1.08,train,1
1.07,1.01,1.01,train,1
0.232,1.607,0.193,train,4
1,0.34,1.06,train,1
1.01,0.61,1.08,train,1
0.85,0.19,1.26,train,1
1.21,0.34,0.89,train,1
0.23,0.05,0.27,train,1
1.03,0.05,0.41,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.79,0.05,0.36,train,1
0.05,0.05,0.05,train,1
0.32,0.05,0.59,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.06,0.05,1.07,train,1
0.86,0.05,0.46,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.2,0.05,1.01,train,1
0.37,0.05,1.22,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.23,0.05,1.46,train,1
0.15,0.05,1.68,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.83,0.47,0.93,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.03,0.95,1.09,train,1
0.78,1.01,1.02,train,1
1.03,0.9,1.04,train,1
0.05,0.05,0.05,train,1
0.48,0.92,1.38,train,1
0.93,1,1.01,train,1
1.04,1.05,0.98,train,1
0.83,0.98,1.21,train,1
1.23,0.95,0.84,train,1
0.52,1,1.49,train,1
0.92,0.95,1.19,train,1
0.98,0.96,1.11,train,1
0.482,2.886,0.803070006,test,1
1.074,3.899,1.052,test,3
0.989,2.54,0.882,train,2
1.187,2.931,1.301,test,3
0.192,,0.011,train,3
0.856,3.652,2.518,train,3
0.224,1.149,0.219,test,3
1.25,2.862,1.809,train,2
1.076,1.98,1.876,train,3
0.824,2.624,1.06,train,3
0.932,2.54,1.956,test,4
1.486,1.986,1.887,train,4
0.922,1.937,1.079,train,6
1.775,2.806,1.609,train,2
1.479,2.207,1.393,train,3
0.55,2.124,1.676,train,4
0.898,3.146,1.246,train,3
0.269,1.499,0.249,train,3
0.129,1.808,0.187,train,4
0.311,,0.014,train,3
1.12,0.96,0.97,train,1
1.05,0.99,0.97,train,1
1.04,0.97,0.99,train,1
1,0.99,1.12,train,1
1.05,1,1,train,1
0.98,1,0.99,train,1
0.67,0.65,0.96,train,1
0.97,0.92,0.85,train,1
0.24,0.31,0.85,train,1
0.32,0.34,0.77,train,1
0.69,0.1,0.73,train,1
0.62,0.5,0.74,train,1
0.47,0.39,0.8,train,1
1.07,0.94,0.8,train,1
0.48,0.28,0.72,train,1
1.38,0.59,0.68,train,1
0.77,0.29,0.82,train,1
0.58,0.34,0.55,train,1
0.05,0.05,0.05,train,1
0.52,0.26,0.71,train,1
0.46,0.32,0.84,train,1
0.81,0.62,0.81,train,1
1.04,1.03,0.92,train,1
0.36,0.05,0.97,train,1
0.54,0.24,0.75,train,1
0.4,0.64,0.98,train,1
0.4,0.56,0.78,train,1
0.32,0.78,1.18,train,1
0.38,0.74,1.02,train,1
0.21,0.5,1.15,train,1
0.45,0.76,1.11,train,1
0.19,0.28,0.05,train,1
0.46,0.93,1.48,train,1
0.4,0.37,0.7,train,1
0.6,0.84,1.24,train,1
0.38,0.8,1.5,train,1
1.04,1.02,1.37,train,1
0.47,0.36,0.72,train,1
