ec_number,pH,temperature,turnover_number,benchmark_split,full_conditioned_split
2.4.1.173,7.8,30.0,650.5999999999998,train,train
1.1.3.6,7.0,30.0,3.705,train,train
1.1.3.6,7.0,37.0,88.99999999999999,train,train
1.1.3.6,7.0,37.0,74.99999999999997,train,train
1.1.3.6,7.0,37.0,66.99999999999997,valid,valid
1.1.3.17,6.0,0.0,13.300000000000002,train,omit
1.1.3.17,6.0,20.0,4.4,train,omit
1.1.3.17,7.0,25.0,6.8,train,train
1.1.3.17,7.0,25.0,12.500000000000002,train,train
1.1.3.17,7.0,25.0,2.5,train,train
1.1.3.17,7.0,25.0,1.445,train,train
1.1.3.17,7.0,25.0,16.700000000000003,train,train
1.1.3.17,8.0,0.0,14.899999999999997,train,omit
1.1.3.17,8.0,20.0,15.499999999999998,train,omit
1.1.3.17,8.0,30.0,0.17,valid,valid
1.1.3.17,8.0,30.0,0.02,train,train
1.1.3.17,8.0,30.0,4.52,train,train
1.1.3.17,8.0,30.0,0.02,train,train
1.1.3.17,8.0,30.0,0.19,train,train
1.1.3.17,8.0,30.0,9.02,train,train
1.1.3.17,8.0,30.0,14.5,train,omit
1.1.3.17,10.0,25.0,6.700000000000001,train,omit
1.1.3.17,10.0,25.0,59.99999999999999,train,omit
2.7.1.32,7.5,25.0,71.0,valid,valid
2.7.1.32,7.5,30.0,45.31,test,test
2.7.1.32,7.5,30.0,48.24999999999999,train,train
2.7.1.32,7.5,37.0,71.0,valid,omit
4.3.99.4,8.0,21.0,0.15,train,train
4.3.99.4,8.0,21.0,0.73,train,train
4.3.99.4,8.0,21.0,0.0359999999999999,test,test
4.3.99.4,8.0,21.0,3.27,train,train
4.3.99.4,8.0,21.0,156.99999999999994,train,train
2.7.1.32,8.0,25.0,3.14,train,train
2.7.1.32,8.0,37.0,5.1,train,omit
1.1.1.395,8.7,37.0,0.7,train,train
5.4.4.2,7.0,30.0,3.3625,test,test
5.4.4.2,7.0,33.0,27.55,test,omit
5.4.99.5,7.6,30.0,87.0,train,train
5.4.99.5,7.0,30.0,0.0003,valid,valid
5.4.99.5,7.0,30.0,0.32,train,train
5.4.99.5,7.0,30.0,0.29,train,train
5.4.99.5,7.0,30.0,46.0,train,train
5.4.99.5,7.5,37.0,23.39,train,omit
5.4.4.2,7.5,37.0,0.0309999999999999,train,train
5.4.4.2,7.5,37.0,0.3499999999999999,train,train
4.1.3.40,7.5,37.0,0.82,train,train
5.4.99.5,7.0,37.0,59.99999999999999,train,train
5.4.99.5,7.5,37.0,5.5,train,train
4.1.3.27,8.0,25.0,0.26,train,train
2.6.1.86,7.0,25.0,1.1800000000000002,train,train
2.6.1.123,8.0,25.0,0.007,train,train
5.4.99.5,7.6,70.0,52.00000000000001,train,train
5.4.99.5,7.5,37.0,70.00000000000003,train,train
2.6.1.123,8.0,25.0,0.02,train,train
1.2.99.7,7.6,35.0,0.58,valid,valid
1.2.3.1,8.0,37.0,2.45,valid,valid
6.2.1.12,7.5,22.0,0.31,train,train
2.3.1.196,7.7,22.0,0.9,train,train
4.2.1.171,8.0,30.0,20.0,train,train
4.2.1.171,8.0,30.0,2.4,train,train
4.2.1.171,8.0,30.0,17.87,train,train
4.2.1.171,8.0,30.0,46.99999999999999,valid,valid
2.3.1.271,8.5,30.0,5.19,train,train
1.1.1.1,8.0,65.0,0.98,train,train
4.2.1.114,9.0,60.0,0.75,train,train
3.1.1.1,7.0,30.0,1.05,test,test
2.4.1.215,6.0,30.0,0.7150000000000001,train,omit
2.4.1.215,7.0,30.0,0.1599999999999999,train,train
1.2.1.36,8.5,25.0,0.1,train,train
2.3.3.16,8.0,20.0,17.3,test,test
2.3.3.16,8.0,20.0,7.749999999999999,valid,valid
2.3.3.16,8.0,20.0,6.580000000000001,train,train
2.3.3.16,8.0,20.0,11.4,train,train
2.7.1.74,7.6,37.0,1.386,train,train
2.7.1.74,7.6,37.0,0.172,train,train
2.7.1.74,7.6,37.0,0.211,test,test
2.7.1.74,7.6,37.0,0.0804,train,train
2.7.1.74,7.6,37.0,2.45,train,train
2.7.1.74,7.6,37.0,1.11,train,train
2.7.1.74,7.6,37.0,0.88,valid,valid
2.7.1.74,7.6,37.0,0.486,train,train
2.5.1.17,8.0,37.0,0.011,test,test
2.5.1.17,8.0,37.0,0.037,test,test
2.5.1.17,8.0,25.0,0.01,test,test
2.5.1.17,8.0,25.0,0.02,test,test
2.5.1.17,8.0,25.0,0.05,valid,valid
2.5.1.17,8.0,25.0,0.05,train,train
2.5.1.17,8.0,25.0,0.009,train,train
2.5.1.17,8.0,25.0,0.0799999999999999,test,test
2.5.1.17,8.0,25.0,0.009,train,train
2.5.1.17,8.0,25.0,0.02,train,train
2.5.1.17,8.0,25.0,0.004,train,train
2.5.1.17,8.0,25.0,0.0799999999999999,train,train
2.5.1.17,8.0,25.0,0.05,train,train
2.5.1.17,8.0,25.0,0.0799999999999999,train,train
1.1.1.247,9.0,30.0,0.0209999999999999,test,test
1.1.1.247,6.8,30.0,0.0315,train,train
1.3.99.4,8.0,25.0,94.2,train,train
1.3.99.4,8.0,30.0,20.6,train,train
1.14.15.5,7.4,37.0,0.0473,train,train
1.3.1.3,7.0,37.0,0.105,train,train
1.3.1.3,6.0,37.0,0.01,train,train
1.3.1.3,6.0,37.0,0.165,train,train
1.11.2.1,5.5,23.0,0.1069999999999999,train,train
1.3.99.4,8.0,25.0,52.20000000000001,train,train
1.3.99.4,8.0,30.0,24.6,train,train
2.3.1.215,6.5,30.0,0.13,train,train
1.1.3.38,7.5,25.0,0.12,test,test
1.1.3.38,7.5,25.0,0.1,valid,valid
1.1.3.38,7.5,25.0,0.14,valid,valid
1.1.3.38,7.5,25.0,0.17,train,train
1.1.3.38,7.5,25.0,0.02,train,train
1.1.3.38,8.0,25.0,0.01,test,omit
1.1.3.38,8.0,25.0,0.0159999999999999,valid,omit
1.1.3.38,8.0,25.0,0.017,valid,omit
1.1.3.38,8.0,25.0,0.018,train,train
1.1.3.38,8.0,25.0,0.0149999999999999,train,train
1.1.3.38,8.0,25.0,0.022,train,omit
1.1.3.38,8.0,25.0,0.0079999999999999,train,omit
1.1.3.38,10.0,25.0,0.0584999999999999,test,omit
1.1.3.38,10.0,25.0,0.055,valid,omit
1.1.3.38,10.0,25.0,0.0564999999999999,valid,omit
1.1.3.38,10.0,25.0,0.0149999999999999,train,omit
1.1.3.38,10.0,25.0,0.021,train,omit
1.1.3.38,10.0,25.0,0.045,train,omit
1.1.3.38,10.0,25.0,0.019,train,train
1.1.3.38,10.0,25.0,0.005,train,omit
1.3.1.74,7.0,25.0,42.00000000000001,train,train
1.3.1.74,7.0,25.0,42.00000000000001,train,train
1.2.3.1,8.0,37.0,4.8525,train,train
1.1.1.91,8.0,55.0,404.99999999999983,train,train
1.3.1.9,5.5,30.0,100.00000000000004,train,train
1.3.1.9,6.8,25.0,3.6,train,train
1.3.8.1,7.5,37.0,19.0,train,train
1.3.1.85,8.0,30.0,0.172,train,train
1.3.1.85,8.0,30.0,1.79,train,train
1.3.1.85,8.0,30.0,8.3,train,train
1.3.1.85,8.0,30.0,5.1,valid,valid
1.3.1.85,8.0,30.0,4.999999999999999,train,train
1.3.1.85,8.0,30.0,83.00000000000003,train,train
1.3.1.85,8.0,30.0,103.0,test,test
4.2.1.17,8.0,22.0,2237.9999999999995,train,train
1.3.1.9,7.5,25.0,22.25,train,train
2.8.1.1,7.4,37.0,0.52,train,train
2.8.1.2,7.4,37.0,2.4,train,train
2.4.1.115,8.0,30.0,0.0007029999999999,train,train
2.3.1.172,7.1,25.0,0.02,valid,valid
4.2.1.84,7.4,35.0,417.2000000000001,train,train
1.3.3.13,8.0,30.0,0.69,test,test
2.5.1.34,7.5,37.0,0.0869999999999999,train,train
2.5.1.34,7.5,37.0,0.032,train,train
2.5.1.109,7.5,37.0,0.0059999999999999,train,train
3.2.1.204,8.0,35.0,22.3,valid,valid
2.7.3.2,9.0,30.0,17.999999999999996,train,train
2.7.3.2,9.0,30.0,1.5,train,train
2.7.3.2,9.0,30.0,4.4,train,train
2.7.3.2,9.0,30.0,35.2,train,train
1.1.1.1,8.0,65.0,4.4,train,train
1.1.1.1,10.5,65.0,6.999999999999999,train,train
1.4.3.21,7.4,37.0,5.360000000000001,test,test
1.1.1.1,8.0,60.0,1.27,train,train
1.4.1.28,9.5,23.0,6.565000000000001,train,train
1.14.13.92,8.0,25.0,0.156,train,train
1.14.13.92,8.0,25.0,0.304,test,test
1.14.13.92,8.0,45.0,0.1364,train,train
1.14.13.92,8.0,45.0,0.1979999999999999,valid,valid
1.14.13.92,8.0,45.0,0.1323999999999999,train,train
1.14.13.92,8.0,45.0,0.0653,train,train
1.14.13.92,8.0,45.0,0.0455999999999999,train,train
3.1.1.1,7.0,30.0,0.288,train,train
3.1.1.1,8.0,30.0,0.12,train,train
4.4.1.13,8.0,37.0,1.0,valid,valid
3.5.1.61,8.5,37.0,310.00000000000006,train,train
4.4.1.13,8.5,37.0,20999.999999999985,train,train
4.4.1.13,8.0,37.0,2.8,train,train
4.4.1.13,8.0,70.0,9.2,train,omit
4.4.1.13,8.0,37.0,0.0011,train,train
1.4.3.21,7.4,37.0,1.11,train,train
3.2.2.8,7.0,35.0,11.6,valid,valid
2.7.1.48,7.2,25.0,4.3,train,train
2.7.1.173,7.5,37.0,0.6499999999999999,test,test
3.2.2.8,7.5,25.0,0.0659999999999999,test,test
3.5.4.5,7.5,25.0,0.13,train,train
3.5.4.5,7.5,25.0,0.26,train,train
3.5.4.5,7.5,25.0,4.824999999999999,train,train
3.2.2.8,7.4,80.0,39.39999999999999,train,train
2.7.1.48,7.2,25.0,4.5,test,test
2.7.1.48,7.2,25.0,1.9,valid,valid
2.7.1.48,7.2,25.0,1.4,valid,valid
2.7.1.48,7.2,25.0,1.5,train,train
2.7.1.48,7.2,25.0,5.9,train,train
2.7.1.48,7.2,25.0,2.9,test,test
2.7.1.48,7.2,25.0,8.4,train,train
2.7.1.48,7.2,25.0,2.9,train,train
2.7.1.48,7.2,25.0,10.000000000000002,train,train
2.7.1.48,7.2,25.0,7.2,test,test
2.7.1.48,7.2,25.0,4.1,train,train
2.7.1.48,7.2,25.0,4.6,train,train
2.7.1.48,7.2,25.0,2.8,train,train
2.7.1.48,7.2,25.0,7.1000000000000005,train,train
2.7.1.48,7.2,25.0,3.1,train,train
2.7.1.48,7.2,25.0,3.9,train,train
2.7.1.48,7.2,25.0,0.4,train,train
2.7.1.48,7.2,25.0,4.1,train,train
2.7.1.48,8.0,25.0,0.0063999999999999,valid,valid
2.7.1.48,8.0,25.0,0.0059,train,omit
2.7.1.48,8.0,25.0,0.0083999999999999,train,omit
2.7.1.48,8.0,25.0,0.01,train,omit
2.7.1.48,8.0,25.0,0.0028,train,omit
2.7.1.48,8.0,25.0,0.0041,train,omit
3.2.2.1,7.2,35.0,0.338,train,train
3.5.4.1,7.5,37.0,189.00000000000003,train,train
3.5.4.1,7.5,37.0,104.0,train,train
3.5.4.1,7.5,37.0,2285.9999999999995,valid,valid
3.5.4.1,7.5,37.0,1030.0000000000002,train,train
3.5.4.1,7.5,37.0,36.8,train,train
3.5.4.1,7.5,37.0,278.99999999999994,train,train
3.5.4.1,7.5,37.0,164.99999999999994,train,train
2.7.4.1,8.0,30.0,0.58,train,train
3.6.1.58,8.0,30.0,0.0059999999999999,train,train
2.7.4.1,8.0,30.0,0.55,train,train
2.7.4.1,8.0,30.0,2.77,train,train
2.7.4.1,8.0,30.0,0.06,train,train
2.7.4.1,8.0,30.0,0.6,train,train
3.6.1.67,8.5,37.0,4.59,train,train
3.6.1.12,8.0,25.0,2.0,train,train
3.6.1.12,8.0,30.0,0.53,train,train
2.7.7.7,7.5,37.0,0.0444875,test,test
2.7.7.7,7.5,37.0,0.0249386666666665,train,train
2.7.7.7,7.5,60.0,0.1915999999999999,test,omit
2.7.7.7,7.8,37.0,0.0005938333333333,test,omit
5.6.2.3,6.6,25.0,14.799999999999995,train,train
2.7.7.102,7.5,50.0,0.1599999999999999,test,test
2.5.1.17,8.0,70.0,0.11,test,test
3.6.1.9,8.0,70.0,1.12,valid,valid
2.7.4.25,7.4,30.0,14.5,train,train
2.7.4.25,7.4,30.0,0.05,train,train
2.7.4.25,7.4,30.0,0.73,train,train
2.7.4.25,7.4,30.0,0.04,train,train
2.7.4.25,7.4,30.0,0.06,train,train
2.7.4.25,7.4,30.0,0.15,train,train
2.7.4.25,7.4,30.0,21.1,train,train
2.7.4.25,7.4,30.0,108.00000000000004,train,train
3.5.4.13,9.5,42.0,24.9,train,train
2.7.4.14,7.4,37.0,22.000000000000004,train,train
2.7.4.25,7.4,30.0,0.05,train,train
2.7.4.25,7.4,30.0,0.73,train,train
2.7.4.25,7.4,30.0,0.04,test,test
2.7.4.25,7.4,30.0,0.06,train,train
2.7.4.25,7.4,30.0,0.15,train,train
2.7.4.25,7.4,30.0,21.1,train,train
2.7.4.14,7.4,37.0,72.99999999999999,train,train
3.5.4.13,6.8,37.0,1.24,train,train
3.6.1.65,8.5,30.0,17.4,train,train
3.6.1.65,9.0,37.0,14.3,train,omit
3.6.1.12,8.0,25.0,5.700000000000001,train,train
3.6.1.12,8.0,30.0,1.37,train,train
3.5.4.13,9.5,42.0,5.700000000000001,train,train
2.7.7.7,7.4,37.0,0.3400000000000001,train,train
2.7.7.7,7.4,37.0,0.47,valid,valid
2.7.7.7,7.4,37.0,0.15,test,test
2.7.7.7,7.5,37.0,0.0697333333333332,test,omit
2.7.7.7,7.5,37.0,3.0576457500000003,train,train
2.7.7.7,7.8,37.0,0.0032233333333333,test,omit
5.6.2.3,6.6,25.0,14.3,train,train
3.6.1.9,8.0,70.0,0.99,train,train
3.6.1.58,8.0,30.0,0.0149999999999999,test,test
2.7.7.7,7.5,37.0,0.0025283333333332,valid,valid
2.7.7.7,7.5,37.0,0.0522709999999999,train,train
2.7.7.7,7.8,37.0,0.0005224999999999,valid,omit
5.6.2.3,6.6,25.0,7.499999999999999,train,train
3.6.1.9,8.0,70.0,0.94,train,train
3.6.1.9,8.5,37.0,360.00000000000006,valid,valid
3.6.1.66,10.5,80.0,152.40000000000003,train,train
3.6.1.23,7.5,30.0,1.3,valid,valid
3.6.1.66,9.0,50.0,5.459999999999999,train,train
3.6.1.66,9.0,80.0,18.68,train,omit
2.3.1.197,7.4,37.0,2.3,valid,valid
2.1.1.235,7.5,24.0,0.1425,train,train
2.1.1.235,8.5,37.0,0.0459999999999999,test,test
2.1.1.235,8.5,37.0,0.0126,valid,valid
2.1.1.235,8.5,37.0,0.172,train,omit
4.3.1.30,8.0,25.0,0.017,train,train
2.3.1.209,7.4,37.0,155.30000000000007,train,train
2.6.1.59,7.5,25.0,0.38,train,train
5.1.3.13,7.0,25.0,38.99999999999999,train,train
5.3.2.3,7.5,37.0,3.3,train,train
5.3.2.3,7.5,37.0,1.23,train,train
5.3.2.3,7.5,37.0,0.19,test,test
5.3.2.3,7.5,37.0,0.18,valid,valid
5.3.2.3,7.5,37.0,10.5,train,train
5.4.99.59,7.4,37.0,0.056,train,train
2.4.1.311,7.5,37.0,0.038,train,train
2.7.4.9,7.4,37.0,3.0000000000000004,test,test
2.7.4.9,7.4,30.0,4.5,train,train
2.7.7.24,7.5,25.0,28.2,train,train
2.7.7.7,8.8,30.0,0.01095,test,test
3.6.1.9,7.0,25.0,43.0,train,train
3.6.1.12,8.0,25.0,1.8,train,train
3.6.1.12,8.0,30.0,0.76,train,train
2.7.7.7,7.5,37.0,0.1251655555555555,train,train
2.7.7.7,7.5,37.0,0.1440293,train,train
2.7.7.7,7.8,37.0,0.0002099999999999,train,omit
3.6.1.9,8.0,70.0,0.65,train,train
2.7.7.7,8.2,50.0,1.7,test,test
2.7.7.7,8.2,50.0,1.0,train,train
2.7.4.9,7.4,37.0,4.8,train,train
2.1.1.148,7.2,37.0,0.6663333,valid,valid
3.6.1.23,7.5,20.0,4.7,valid,valid
3.6.1.23,7.4,20.0,6.580000000000001,valid,valid
3.6.1.23,7.5,20.0,5.8,valid,omit
3.6.1.23,7.8,25.0,0.18,train,train
3.6.1.23,7.8,25.0,0.06,train,train
3.6.1.23,7.8,25.0,0.04,train,train
3.6.1.23,7.8,25.0,0.04,test,test
3.6.1.23,7.8,25.0,1.7,train,train
3.6.1.23,7.8,25.0,1.4,train,train
3.6.1.12,8.0,30.0,0.76,train,train
3.6.1.23,7.5,20.0,0.0035,train,train
3.6.1.23,7.5,20.0,0.0045,train,train
3.6.1.23,7.5,20.0,0.95,train,train
3.6.1.23,7.5,20.0,0.0008899999999999,train,train
3.6.1.23,7.5,20.0,0.0239999999999999,train,train
3.6.1.23,7.5,20.0,2.11,train,omit
3.6.1.23,7.5,25.0,4.75,train,train
3.6.1.23,8.0,25.0,11.330000000000002,train,train
3.6.1.23,8.0,25.0,11.669999999999998,test,test
3.6.1.23,8.0,25.0,12.0,train,train
3.6.1.23,8.0,25.0,11.669999999999998,train,train
3.6.1.23,7.5,30.0,7.400000000000001,train,train
3.6.1.23,7.5,30.0,3.3,train,train
3.6.1.23,7.5,30.0,1.3,train,train
3.6.1.23,7.5,30.0,9.6,train,train
5.6.2.3,6.6,25.0,14.799999999999995,test,test
3.6.1.23,7.5,20.0,2.6,train,train
3.6.1.23,7.5,20.0,5.9,train,train
3.6.1.23,7.5,20.0,5.5,train,train
3.6.1.23,7.5,20.0,3.2,train,train
3.6.1.23,7.5,20.0,2.6,train,train
3.6.1.23,7.5,20.0,7.400000000000001,train,train
3.6.1.23,7.5,20.0,0.053,train,train
3.6.1.23,7.5,20.0,6.200000000000001,train,train
3.6.1.23,7.5,20.0,0.53,train,train
3.6.1.23,7.5,20.0,1.2,train,train
3.6.1.23,7.5,20.0,3.1,test,test
3.6.1.23,7.5,20.0,0.92,train,train
3.6.1.23,7.5,20.0,0.51,train,train
3.6.1.23,7.5,20.0,3.1,test,test
3.6.1.23,7.5,20.0,0.45,train,train
3.6.1.23,7.5,20.0,7.400000000000001,train,train
2.4.1.170,8.5,30.0,2.7860000000000005,test,test
1.1.1.184,7.4,37.0,0.875,test,test
1.14.13.181,7.5,30.0,0.0001199999999999,train,train
2.7.4.9,7.5,25.0,0.0299999999999999,test,test
6.3.1.5,8.0,37.0,13.300000000000002,train,train
6.3.1.5,7.5,37.0,0.2,valid,valid
1.2.1.36,8.5,25.0,1.0,train,train
1.2.1.36,8.5,25.0,2.2,train,train
1.3.5.2,8.0,25.0,1.8,valid,valid
1.8.5.1,8.0,22.0,400.4300000000001,train,train
2.5.1.18,7.6,30.0,799.45,train,train
1.8.5.1,6.9,30.0,0.011,train,train
1.8.5.1,6.9,30.0,0.011,train,train
1.8.5.1,8.0,30.0,0.0739999999999999,train,train
1.8.5.1,8.0,30.0,0.033,train,train
1.8.5.1,8.0,30.0,0.035,train,train
1.8.5.1,8.0,30.0,0.04,train,train
1.8.5.1,8.0,30.0,0.0289999999999999,train,train
1.8.5.1,8.0,30.0,0.21,test,test
2.5.1.18,6.5,20.0,1.26,train,train
1.1.1.50,8.0,37.0,0.89,valid,valid
1.1.1.50,8.0,37.0,1.1,test,test
1.1.1.50,8.0,37.0,48.00000000000001,test,test
1.1.1.145,7.8,30.0,0.64,train,train
1.1.1.145,7.4,27.0,0.094,train,train
1.1.1.145,7.4,27.0,0.045,train,train
1.1.1.145,7.4,27.0,0.13,train,train
1.1.1.145,7.4,27.0,0.126,test,test
1.1.1.145,7.4,27.0,0.0899999999999999,train,train
1.1.1.145,7.4,27.0,0.0229999999999999,train,train
1.1.1.145,7.4,27.0,0.1193333333333333,train,train
1.1.1.145,7.4,27.0,0.04,train,train
1.1.1.145,7.4,27.0,0.0903846153846153,train,omit
1.1.1.51,7.4,25.0,0.01,train,train
1.21.3.1,7.2,25.0,3.1,train,train
1.21.3.1,7.2,25.0,1.7,train,train
1.21.3.1,7.2,25.0,1.7,train,train
1.21.3.1,7.2,25.0,4.6,valid,valid
3.1.1.81,8.3,25.0,8.4,train,train
3.1.1.25,8.3,40.0,28.08,train,train
3.1.1.25,8.3,25.0,15.32,train,train
3.1.1.25,8.3,40.0,88.91,train,train
3.1.1.25,8.3,40.0,60.77999999999999,train,train
3.1.1.25,8.3,25.0,66.49999999999999,valid,valid
3.1.1.25,8.3,25.0,57.99999999999999,train,train
3.1.1.25,8.3,25.0,56.8,train,train
3.1.1.25,8.3,25.0,71.19999999999999,train,train
3.1.1.25,8.3,25.0,93.29999999999998,train,train
3.1.1.25,8.3,25.0,44.8,train,train
3.1.1.25,8.3,25.0,10.015,valid,valid
3.1.1.81,8.3,25.0,8.4,valid,valid
3.1.1.25,8.3,25.0,0.5,train,train
3.1.1.25,8.3,25.0,29.8,train,train
1.5.1.49,6.5,30.0,1.381667,test,test
3.1.1.1,7.0,30.0,0.0159999999999999,valid,valid
1.14.14.66,7.0,27.0,0.37,train,train
1.1.1.395,8.7,37.0,0.515,valid,valid
2.7.1.74,7.5,30.0,0.37,train,train
2.7.1.74,7.5,30.0,1.3,train,train
2.7.1.74,7.5,30.0,0.21,train,train
2.7.1.74,7.5,30.0,0.0639999999999999,train,train
2.7.1.74,7.5,37.0,0.58,valid,valid
2.7.1.74,7.5,37.0,2.23,train,train
2.7.1.74,7.5,37.0,1.7,train,train
2.7.1.74,7.5,37.0,2.86,train,train
2.7.1.74,7.5,37.0,1.2,train,train
2.7.1.74,7.5,37.0,2.1,train,train
2.7.1.74,7.5,37.0,3.54,test,test
2.7.1.74,7.5,37.0,0.0639999999999999,train,omit
2.7.1.74,7.6,37.0,0.183,train,train
2.7.1.74,7.6,37.0,0.0149999999999999,train,train
2.7.1.74,7.6,37.0,0.1229999999999999,train,train
2.7.1.74,7.6,37.0,0.021,train,train
2.4.1.322,7.0,37.0,0.002,train,train
2.4.1.322,7.0,37.0,1.12,train,train
2.4.1.311,7.5,37.0,0.038,train,train
2.8.1.6,8.0,37.0,0.0016,train,train
1.1.1.10,7.0,25.0,24.000000000000004,train,train
1.1.1.10,7.0,25.0,0.009,train,train
1.1.1.10,7.0,25.0,0.0008,train,train
1.1.1.10,7.0,25.0,1.585,valid,valid
1.1.1.10,7.0,25.0,30.000000000000004,train,train
1.1.1.10,7.0,25.0,41.00000000000001,train,train
1.1.1.304,7.0,30.0,163.0,train,train
1.1.1.10,7.0,25.0,25.0,train,train
1.1.1.4,10.0,45.0,6.11,valid,valid
1.1.1.2,7.5,80.0,202.00000000000009,train,train
2.3.1.82,8.0,37.0,0.04,train,train
2.3.1.82,8.0,37.0,0.127,train,train
2.7.1.190,7.0,22.0,0.79,train,train
2.7.1.190,7.0,22.0,0.15,train,train
1.14.15.11,7.4,30.0,0.36,train,train
3.1.1.107,7.5,23.0,5.33,valid,valid
3.1.1.25,8.3,25.0,7.319999999999999,train,train
1.14.14.82,7.3,25.0,12.7,train,train
1.14.14.81,7.0,25.0,81.40000000000003,train,train
1.14.14.82,7.0,30.0,1.6000000000000008e-07,train,train
1.14.14.82,7.0,25.0,12.500000000000002,train,train
1.8.1.4,8.0,37.0,898.9999999999998,test,test
1.3.5.2,8.0,30.0,8.2,train,train
1.3.5.2,8.2,25.0,0.78,valid,valid
1.14.20.6,7.5,30.0,0.1599999999999999,train,train
1.1.1.357,7.4,37.0,0.0168124999999999,train,train
1.1.1.357,7.5,37.0,0.025,train,omit
1.1.1.10,7.0,25.0,3.8,train,train
2.7.1.29,7.5,22.0,1.6,train,train
2.7.1.29,7.5,22.0,3.72,valid,valid
2.7.1.29,7.5,22.0,8.449999999999998,train,omit
2.7.1.29,7.5,30.0,2.8,train,train
1.1.1.10,7.0,25.0,0.2299999999999999,train,train
2.7.1.28,7.5,37.0,0.51,train,train
2.7.1.28,7.5,37.0,2.79,train,train
2.7.1.28,7.5,37.0,2.26,train,train
2.7.1.28,7.5,37.0,0.13,train,train
2.7.1.28,7.5,37.0,4.999999999999999,train,train
1.1.1.10,7.0,25.0,8.699999999999998,train,train
1.1.1.10,7.0,25.0,3.3,train,train
1.1.1.10,7.0,25.0,5.1,train,train
2.7.7.64,7.0,35.0,138.00000000000006,train,train
7.1.3.1,7.5,55.0,637.9999999999999,train,train
2.7.7.64,7.8,25.0,113.74999999999996,train,train
2.7.7.9,7.5,37.0,6.349999999999999,train,train
3.6.1.9,4.5,37.0,59.50000000000001,train,train
2.7.7.4,8.0,30.0,73.29999999999997,train,train
2.7.7.23,7.5,80.0,6.21,train,train
7.1.3.1,7.5,25.0,220.5,train,train
2.7.7.64,7.8,25.0,174.0,valid,valid
2.7.7.64,7.8,25.0,15.0,test,test
2.7.7.64,7.8,25.0,184.99999999999991,valid,valid
2.7.7.64,7.8,25.0,81.00000000000003,train,train
1.8.3.3,7.5,20.0,308999.99999999977,train,train
2.8.1.2,7.4,37.0,6.1,train,train
2.8.1.5,8.0,30.0,4.999999999999999,test,test
1.13.12.22,6.3,20.0,0.17,train,train
1.13.12.22,9.8,20.0,1.0,train,omit
1.2.1.30,7.5,30.0,2.62,train,train
1.4.3.21,7.4,37.0,0.54,train,train
1.10.3.1,7.0,25.0,1.99,train,train
1.10.3.2,5.0,25.0,4.4,train,train
1.10.3.2,5.0,25.0,184.00000000000009,valid,valid
1.1.1.184,7.0,37.0,0.0081999999999999,train,train
1.18.1.2,7.0,25.0,4.07,train,train
1.8.5.4,8.0,25.0,2.46,train,train
1.8.5.4,8.0,25.0,1.01,train,train
1.8.5.4,8.0,25.0,0.19,train,train
1.8.5.4,8.0,25.0,1.64,train,train
5.3.2.1,6.5,23.0,289.99999999999994,train,train
1.14.14.123,7.8,28.0,0.009,valid,valid
3.1.1.107,7.5,23.0,6.250000000000001,train,train
2.4.1.369,7.5,25.0,0.18,test,test
3.1.1.25,8.3,25.0,4.449999999999999,train,train
3.1.1.25,8.3,25.0,15.039999999999996,valid,valid
3.1.1.25,8.3,25.0,7.269999999999999,train,train
2.1.1.104,7.5,37.0,0.0289999999999999,train,train
2.1.1.104,7.5,37.0,0.0229999999999999,valid,valid
2.1.1.104,7.5,37.0,0.0799999999999999,valid,valid
2.1.1.104,7.5,37.0,0.0899999999999999,train,train
2.1.1.104,7.5,37.0,0.0669999999999999,train,train
2.4.1.391,5.0,37.0,1.3,valid,valid
1.1.1.184,6.5,25.0,0.45,train,train
1.1.1.62,7.4,37.0,1.0,train,train
1.1.1.62,7.5,37.0,0.0062999999999999,train,train
1.14.13.230,7.2,25.0,0.76,train,train
1.1.1.1,8.0,60.0,0.2299999999999999,train,train
1.1.1.1,9.0,10.0,39.9,train,omit
1.1.1.1,9.0,20.0,62.48,train,omit
1.1.1.1,9.0,30.0,109.5,train,train
1.1.1.1,9.0,40.0,160.8,train,omit
1.1.1.1,9.0,50.0,262.30000000000007,train,omit
1.1.1.1,9.0,60.0,474.9000000000001,train,omit
2.3.1.84,7.5,30.0,7.499999999999999,train,train
1.1.1.1,7.5,23.0,0.019,valid,valid
1.1.1.1,8.0,60.0,365.0,train,train
1.1.1.1,8.0,60.0,305.00000000000006,valid,omit
1.1.1.2,8.0,60.0,136.19999999999993,train,train
1.1.1.1,8.0,60.0,638.6999999999999,train,train
1.1.1.1,9.0,22.0,2999.9999999999977,train,train
1.1.3.13,7.5,30.0,103.89999999999998,test,test
1.1.3.13,7.5,23.0,1.0,valid,valid
1.1.3.13,7.5,23.0,10.000000000000002,train,train
1.1.3.13,7.5,23.0,4.999999999999999,train,train
1.1.3.13,7.5,23.0,19.0,train,train
1.1.1.1,9.2,65.0,0.5,train,train
1.1.1.1,10.5,65.0,4.1,train,train
1.1.1.1,10.5,65.0,3.1,train,omit
1.1.1.1,8.0,25.0,142.99999999999994,train,train
1.1.5.2,7.5,70.0,122.99999999999994,train,train
4.3.1.7,7.5,25.0,19.7,train,train
4.4.1.11,8.0,30.0,1.25,train,train
